id,hub_station_id,borne_id,heure_debut,heure_fin,kwh_consommes,origine,statut
session_1747,hub_rabat,hub_rabat_borne_3,2025-01-13 20:04:00,2025-01-13 20:34:00,37.7,reservee,terminee
session_1748,hub_rabat,hub_rabat_borne_4,2025-01-13 17:00:00,2025-01-13 17:35:00,18.2,reservee,terminee
session_1749,hub_rabat,hub_rabat_borne_5,2025-01-13 19:38:00,2025-01-13 20:13:00,5.9,reservee,terminee
session_1750,hub_rabat,hub_rabat_borne_3,2025-01-13 20:55:00,2025-01-13 21:18:00,23.6,reservee,terminee
session_1751,hub_rabat,hub_rabat_borne_6,2025-01-14 18:19:00,2025-01-14 19:33:00,11.6,walk_in,terminee
session_1752,hub_rabat,hub_rabat_borne_4,2025-01-14 16:10:00,2025-01-14 17:16:00,30.8,reservee,terminee
session_1753,hub_rabat,hub_rabat_borne_2,2025-01-15 18:24:00,2025-01-15 19:33:00,30.9,walk_in,terminee
session_1754,hub_rabat,hub_rabat_borne_5,2025-01-15 22:30:00,2025-01-15 23:03:00,34.5,walk_in,terminee
session_1755,hub_rabat,hub_rabat_borne_1,2025-01-16 15:46:00,2025-01-16 16:28:00,32.5,walk_in,terminee
session_1756,hub_rabat,hub_rabat_borne_5,2025-01-16 16:27:00,2025-01-16 16:59:00,13.6,reservee,terminee
session_1757,hub_rabat,hub_rabat_borne_4,2025-01-16 18:12:00,2025-01-16 19:12:00,20.4,reservee,terminee
session_1758,hub_rabat,hub_rabat_borne_6,2025-01-16 16:54:00,2025-01-16 17:58:00,5.6,walk_in,terminee
session_1759,hub_rabat,hub_rabat_borne_5,2025-01-16 20:37:00,2025-01-16 21:34:00,20.9,reservee,terminee
session_1760,hub_rabat,hub_rabat_borne_5,2025-01-16 18:10:00,2025-01-16 18:34:00,9.4,reservee,terminee
session_1761,hub_rabat,hub_rabat_borne_3,2025-01-16 15:52:00,2025-01-16 16:28:00,16.2,reservee,terminee
session_1762,hub_rabat,hub_rabat_borne_4,2025-01-17 15:10:00,2025-01-17 15:45:00,6.4,walk_in,terminee
session_1763,hub_rabat,hub_rabat_borne_2,2025-01-17 20:00:00,2025-01-17 20:55:00,18.2,walk_in,terminee
session_1764,hub_rabat,hub_rabat_borne_1,2025-01-17 16:36:00,2025-01-17 17:37:00,34.1,reservee,terminee
session_1765,hub_rabat,hub_rabat_borne_2,2025-01-17 19:18:00,2025-01-17 20:05:00,39.2,reservee,terminee
session_1766,hub_rabat,hub_rabat_borne_5,2025-01-17 18:28:00,2025-01-17 18:58:00,26.0,walk_in,terminee
session_1767,hub_rabat,hub_rabat_borne_5,2025-01-17 16:09:00,2025-01-17 16:52:00,14.0,reservee,terminee
session_1768,hub_rabat,hub_rabat_borne_6,2025-01-17 21:24:00,2025-01-17 22:15:00,14.8,reservee,terminee
session_1769,hub_rabat,hub_rabat_borne_2,2025-01-17 14:36:00,2025-01-17 15:52:00,19.2,walk_in,terminee
session_1770,hub_rabat,hub_rabat_borne_6,2025-01-18 09:23:00,2025-01-18 10:35:00,30.1,walk_in,terminee
session_1771,hub_rabat,hub_rabat_borne_3,2025-01-18 12:35:00,2025-01-18 13:04:00,27.2,walk_in,terminee
session_1772,hub_rabat,hub_rabat_borne_4,2025-01-18 13:58:00,2025-01-18 14:43:00,30.3,reservee,terminee
session_1773,hub_rabat,hub_rabat_borne_3,2025-01-18 12:14:00,2025-01-18 12:51:00,11.5,walk_in,terminee
session_1774,hub_rabat,hub_rabat_borne_1,2025-01-18 17:30:00,2025-01-18 18:20:00,34.9,reservee,terminee
session_1775,hub_rabat,hub_rabat_borne_1,2025-01-18 18:58:00,2025-01-18 20:17:00,28.1,walk_in,terminee
session_1776,hub_rabat,hub_rabat_borne_1,2025-01-18 14:12:00,2025-01-18 15:06:00,11.2,walk_in,terminee
session_1777,hub_rabat,hub_rabat_borne_6,2025-01-18 10:14:00,2025-01-18 10:41:00,30.2,reservee,terminee
session_1778,hub_rabat,hub_rabat_borne_4,2025-01-18 19:45:00,2025-01-18 20:20:00,37.9,reservee,terminee
session_1779,hub_rabat,hub_rabat_borne_4,2025-01-18 19:14:00,2025-01-18 19:39:00,21.4,reservee,terminee
session_1780,hub_rabat,hub_rabat_borne_6,2025-01-18 13:13:00,2025-01-18 14:04:00,11.9,reservee,terminee
session_1781,hub_rabat,hub_rabat_borne_5,2025-01-18 15:06:00,2025-01-18 15:39:00,37.8,walk_in,terminee
session_1782,hub_rabat,hub_rabat_borne_6,2025-01-18 13:50:00,2025-01-18 14:35:00,10.0,walk_in,terminee
session_1783,hub_rabat,hub_rabat_borne_3,2025-01-19 12:58:00,2025-01-19 13:30:00,13.9,reservee,terminee
session_1784,hub_rabat,hub_rabat_borne_6,2025-01-19 13:26:00,2025-01-19 14:52:00,6.8,walk_in,terminee
session_1785,hub_rabat,hub_rabat_borne_4,2025-01-19 12:23:00,2025-01-19 12:46:00,40.0,walk_in,terminee
session_1786,hub_rabat,hub_rabat_borne_4,2025-01-19 19:16:00,2025-01-19 20:07:00,16.3,reservee,terminee
session_1787,hub_rabat,hub_rabat_borne_6,2025-01-19 15:36:00,2025-01-19 16:59:00,21.7,reservee,terminee
session_1788,hub_rabat,hub_rabat_borne_4,2025-01-20 15:51:00,2025-01-20 16:46:00,23.6,walk_in,terminee
session_1789,hub_rabat,hub_rabat_borne_4,2025-01-20 17:04:00,2025-01-20 18:20:00,37.3,reservee,terminee
session_1790,hub_rabat,hub_rabat_borne_1,2025-01-20 16:35:00,2025-01-20 17:21:00,23.9,walk_in,terminee
session_1791,hub_rabat,hub_rabat_borne_6,2025-01-21 16:54:00,2025-01-21 17:53:00,17.5,walk_in,terminee
session_1792,hub_rabat,hub_rabat_borne_3,2025-01-21 18:06:00,2025-01-21 19:17:00,29.5,walk_in,terminee
session_1793,hub_rabat,hub_rabat_borne_1,2025-01-22 19:41:00,2025-01-22 20:12:00,17.8,reservee,terminee
session_1794,hub_rabat,hub_rabat_borne_4,2025-01-22 14:25:00,2025-01-22 15:54:00,9.4,reservee,terminee
session_1795,hub_rabat,hub_rabat_borne_2,2025-01-22 19:51:00,2025-01-22 20:33:00,28.8,walk_in,terminee
session_1796,hub_rabat,hub_rabat_borne_5,2025-01-22 18:09:00,2025-01-22 18:34:00,26.5,reservee,terminee
session_1797,hub_rabat,hub_rabat_borne_5,2025-01-23 18:22:00,2025-01-23 18:50:00,35.3,walk_in,terminee
session_1798,hub_rabat,hub_rabat_borne_1,2025-01-23 16:24:00,2025-01-23 17:26:00,26.3,walk_in,terminee
session_1799,hub_rabat,hub_rabat_borne_2,2025-01-23 14:06:00,2025-01-23 14:47:00,5.6,reservee,terminee
session_1800,hub_rabat,hub_rabat_borne_3,2025-01-24 13:04:00,2025-01-24 13:47:00,18.7,walk_in,terminee
session_1801,hub_rabat,hub_rabat_borne_1,2025-01-24 20:55:00,2025-01-24 22:24:00,33.7,reservee,terminee
session_1802,hub_rabat,hub_rabat_borne_4,2025-01-24 14:51:00,2025-01-24 15:47:00,11.2,reservee,terminee
session_1803,hub_rabat,hub_rabat_borne_1,2025-01-24 15:51:00,2025-01-24 16:47:00,21.8,walk_in,terminee
session_1804,hub_rabat,hub_rabat_borne_5,2025-01-25 15:45:00,2025-01-25 16:18:00,24.0,reservee,terminee
session_1805,hub_rabat,hub_rabat_borne_2,2025-01-25 13:48:00,2025-01-25 14:44:00,29.7,reservee,terminee
session_1806,hub_rabat,hub_rabat_borne_6,2025-01-25 18:07:00,2025-01-25 19:35:00,5.8,walk_in,terminee
session_1807,hub_rabat,hub_rabat_borne_5,2025-01-25 13:42:00,2025-01-25 14:06:00,7.8,reservee,terminee
session_1808,hub_rabat,hub_rabat_borne_6,2025-01-25 14:36:00,2025-01-25 15:32:00,34.5,reservee,terminee
session_1809,hub_rabat,hub_rabat_borne_5,2025-01-25 12:56:00,2025-01-25 13:39:00,20.4,walk_in,terminee
session_1810,hub_rabat,hub_rabat_borne_2,2025-01-26 15:08:00,2025-01-26 15:36:00,27.9,reservee,terminee
session_1811,hub_rabat,hub_rabat_borne_5,2025-01-26 09:22:00,2025-01-26 09:59:00,10.1,reservee,terminee
session_1812,hub_rabat,hub_rabat_borne_2,2025-01-26 12:44:00,2025-01-26 14:03:00,31.3,walk_in,terminee
session_1813,hub_rabat,hub_rabat_borne_3,2025-01-26 11:30:00,2025-01-26 12:34:00,19.4,reservee,terminee
session_1814,hub_rabat,hub_rabat_borne_2,2025-01-26 13:46:00,2025-01-26 14:09:00,28.6,walk_in,terminee
session_1815,hub_rabat,hub_rabat_borne_5,2025-01-26 11:04:00,2025-01-26 11:53:00,17.0,walk_in,terminee
session_1816,hub_rabat,hub_rabat_borne_5,2025-01-26 16:30:00,2025-01-26 17:39:00,30.3,reservee,terminee
session_1817,hub_rabat,hub_rabat_borne_4,2025-01-27 18:51:00,2025-01-27 19:53:00,22.5,walk_in,terminee
session_1818,hub_rabat,hub_rabat_borne_2,2025-01-28 13:45:00,2025-01-28 14:52:00,12.8,reservee,terminee
session_1819,hub_rabat,hub_rabat_borne_3,2025-01-28 16:50:00,2025-01-28 17:49:00,23.3,walk_in,terminee
session_1820,hub_rabat,hub_rabat_borne_4,2025-01-28 19:05:00,2025-01-28 19:33:00,31.6,reservee,terminee
session_1821,hub_rabat,hub_rabat_borne_5,2025-01-28 19:53:00,2025-01-28 21:02:00,5.1,reservee,terminee
session_1822,hub_rabat,hub_rabat_borne_5,2025-01-29 22:06:00,2025-01-29 23:01:00,10.9,reservee,terminee
session_1823,hub_rabat,hub_rabat_borne_3,2025-01-29 18:51:00,2025-01-29 19:23:00,14.7,reservee,terminee
session_1824,hub_rabat,hub_rabat_borne_5,2025-01-29 20:55:00,2025-01-29 22:01:00,23.6,walk_in,terminee
session_1825,hub_rabat,hub_rabat_borne_5,2025-01-30 18:11:00,2025-01-30 19:09:00,32.0,walk_in,terminee
session_1826,hub_rabat,hub_rabat_borne_3,2025-01-30 20:42:00,2025-01-30 21:17:00,27.0,walk_in,terminee
session_1827,hub_rabat,hub_rabat_borne_4,2025-01-30 17:58:00,2025-01-30 18:20:00,12.1,reservee,terminee
session_1828,hub_rabat,hub_rabat_borne_1,2025-01-31 21:38:00,2025-01-31 22:22:00,37.0,reservee,terminee
session_1829,hub_rabat,hub_rabat_borne_5,2025-01-31 19:28:00,2025-01-31 20:35:00,17.8,walk_in,terminee
session_1830,hub_rabat,hub_rabat_borne_4,2025-01-31 20:50:00,2025-01-31 21:42:00,19.5,reservee,terminee
session_1831,hub_rabat,hub_rabat_borne_4,2025-01-31 11:23:00,2025-01-31 11:55:00,25.6,reservee,terminee
session_1832,hub_rabat,hub_rabat_borne_2,2025-01-31 14:15:00,2025-01-31 15:19:00,29.2,reservee,terminee
session_1833,hub_rabat,hub_rabat_borne_4,2025-02-01 21:36:00,2025-02-01 22:27:00,38.1,reservee,terminee
session_1834,hub_rabat,hub_rabat_borne_6,2025-02-01 16:24:00,2025-02-01 16:54:00,10.5,walk_in,terminee
session_1835,hub_rabat,hub_rabat_borne_3,2025-02-01 10:51:00,2025-02-01 11:46:00,21.2,walk_in,terminee
session_1836,hub_rabat,hub_rabat_borne_2,2025-02-02 16:36:00,2025-02-02 18:05:00,36.4,walk_in,terminee
session_1837,hub_rabat,hub_rabat_borne_5,2025-02-02 18:31:00,2025-02-02 19:07:00,36.5,reservee,terminee
session_1838,hub_rabat,hub_rabat_borne_1,2025-02-02 13:10:00,2025-02-02 13:43:00,7.7,walk_in,terminee
session_1839,hub_rabat,hub_rabat_borne_6,2025-02-02 14:15:00,2025-02-02 15:29:00,19.8,walk_in,terminee
session_1840,hub_rabat,hub_rabat_borne_2,2025-02-02 11:22:00,2025-02-02 11:55:00,25.5,walk_in,terminee
session_1841,hub_rabat,hub_rabat_borne_3,2025-02-02 13:21:00,2025-02-02 14:17:00,31.7,reservee,terminee
session_1842,hub_rabat,hub_rabat_borne_1,2025-02-03 21:39:00,2025-02-03 22:54:00,27.8,reservee,terminee
session_1843,hub_rabat,hub_rabat_borne_4,2025-02-03 15:42:00,2025-02-03 16:38:00,12.2,walk_in,terminee
session_1844,hub_rabat,hub_rabat_borne_4,2025-02-03 18:46:00,2025-02-03 20:10:00,38.2,walk_in,terminee
session_1845,hub_rabat,hub_rabat_borne_1,2025-02-04 18:10:00,2025-02-04 18:50:00,15.4,reservee,terminee
session_1846,hub_rabat,hub_rabat_borne_1,2025-02-04 15:01:00,2025-02-04 16:06:00,36.1,walk_in,terminee
session_1847,hub_rabat,hub_rabat_borne_5,2025-02-05 13:42:00,2025-02-05 14:37:00,8.4,reservee,terminee
session_1848,hub_rabat,hub_rabat_borne_4,2025-02-05 16:49:00,2025-02-05 17:53:00,20.1,reservee,terminee
session_1849,hub_rabat,hub_rabat_borne_6,2025-02-05 21:09:00,2025-02-05 22:15:00,26.2,walk_in,terminee
session_1850,hub_rabat,hub_rabat_borne_3,2025-02-06 19:46:00,2025-02-06 20:15:00,33.3,reservee,terminee
session_1851,hub_rabat,hub_rabat_borne_2,2025-02-06 17:04:00,2025-02-06 18:23:00,32.3,reservee,terminee
session_1852,hub_rabat,hub_rabat_borne_1,2025-02-06 21:12:00,2025-02-06 22:23:00,12.5,reservee,terminee
session_1853,hub_rabat,hub_rabat_borne_5,2025-02-06 17:35:00,2025-02-06 18:43:00,27.9,reservee,terminee
session_1854,hub_rabat,hub_rabat_borne_6,2025-02-06 14:50:00,2025-02-06 15:55:00,7.9,walk_in,terminee
session_1855,hub_rabat,hub_rabat_borne_6,2025-02-06 22:38:00,2025-02-06 23:10:00,20.3,walk_in,terminee
session_1856,hub_rabat,hub_rabat_borne_2,2025-02-08 08:04:00,2025-02-08 08:40:00,36.0,reservee,terminee
session_1857,hub_rabat,hub_rabat_borne_6,2025-02-08 12:41:00,2025-02-08 13:36:00,34.9,walk_in,terminee
session_1858,hub_rabat,hub_rabat_borne_1,2025-02-08 17:15:00,2025-02-08 18:24:00,22.8,walk_in,terminee
session_1859,hub_rabat,hub_rabat_borne_6,2025-02-08 13:19:00,2025-02-08 13:46:00,12.1,reservee,terminee
session_1860,hub_rabat,hub_rabat_borne_4,2025-02-08 17:14:00,2025-02-08 18:20:00,10.3,walk_in,terminee
session_1861,hub_rabat,hub_rabat_borne_2,2025-02-08 14:38:00,2025-02-08 15:09:00,11.3,reservee,terminee
session_1862,hub_rabat,hub_rabat_borne_3,2025-02-08 11:18:00,2025-02-08 12:44:00,15.2,reservee,terminee
session_1863,hub_rabat,hub_rabat_borne_4,2025-02-08 12:39:00,2025-02-08 13:21:00,24.3,reservee,terminee
session_1864,hub_rabat,hub_rabat_borne_4,2025-02-09 15:22:00,2025-02-09 16:25:00,22.7,walk_in,terminee
session_1865,hub_rabat,hub_rabat_borne_4,2025-02-09 15:04:00,2025-02-09 15:45:00,26.2,reservee,terminee
session_1866,hub_rabat,hub_rabat_borne_2,2025-02-09 18:44:00,2025-02-09 20:09:00,17.3,reservee,terminee
session_1867,hub_rabat,hub_rabat_borne_5,2025-02-09 12:20:00,2025-02-09 13:49:00,21.2,walk_in,terminee
session_1868,hub_rabat,hub_rabat_borne_6,2025-02-09 14:14:00,2025-02-09 15:16:00,19.1,reservee,terminee
session_1869,hub_rabat,hub_rabat_borne_3,2025-02-10 21:44:00,2025-02-10 22:48:00,16.5,reservee,terminee
session_1870,hub_rabat,hub_rabat_borne_3,2025-02-10 18:45:00,2025-02-10 19:49:00,35.5,walk_in,terminee
session_1871,hub_rabat,hub_rabat_borne_4,2025-02-10 22:37:00,2025-02-10 23:49:00,38.5,reservee,terminee
session_1872,hub_rabat,hub_rabat_borne_4,2025-02-10 18:43:00,2025-02-10 20:06:00,37.2,reservee,terminee
session_1873,hub_rabat,hub_rabat_borne_1,2025-02-11 22:07:00,2025-02-11 23:16:00,10.5,walk_in,terminee
session_1874,hub_rabat,hub_rabat_borne_4,2025-02-11 22:16:00,2025-02-11 23:44:00,30.3,walk_in,terminee
session_1875,hub_rabat,hub_rabat_borne_5,2025-02-11 18:34:00,2025-02-11 19:59:00,25.4,reservee,terminee
session_1876,hub_rabat,hub_rabat_borne_2,2025-02-11 16:43:00,2025-02-11 17:26:00,30.5,walk_in,terminee
session_1877,hub_rabat,hub_rabat_borne_5,2025-02-11 13:05:00,2025-02-11 14:11:00,5.3,walk_in,terminee
session_1878,hub_rabat,hub_rabat_borne_4,2025-02-11 13:33:00,2025-02-11 14:29:00,16.3,reservee,terminee
session_1879,hub_rabat,hub_rabat_borne_3,2025-02-12 19:25:00,2025-02-12 19:54:00,31.6,reservee,terminee
session_1880,hub_rabat,hub_rabat_borne_4,2025-02-12 18:27:00,2025-02-12 19:00:00,30.6,walk_in,terminee
session_1881,hub_rabat,hub_rabat_borne_1,2025-02-12 20:56:00,2025-02-12 21:38:00,24.5,walk_in,terminee
session_1882,hub_rabat,hub_rabat_borne_2,2025-02-13 17:16:00,2025-02-13 18:40:00,9.9,walk_in,terminee
session_1883,hub_rabat,hub_rabat_borne_4,2025-02-13 16:10:00,2025-02-13 16:36:00,27.9,reservee,terminee
session_1884,hub_rabat,hub_rabat_borne_4,2025-02-13 12:18:00,2025-02-13 12:40:00,10.0,reservee,terminee
session_1885,hub_rabat,hub_rabat_borne_5,2025-02-14 18:17:00,2025-02-14 19:17:00,37.7,reservee,terminee
session_1886,hub_rabat,hub_rabat_borne_4,2025-02-14 17:44:00,2025-02-14 18:58:00,23.9,reservee,terminee
session_1887,hub_rabat,hub_rabat_borne_1,2025-02-14 21:41:00,2025-02-14 22:47:00,18.4,walk_in,terminee
session_1888,hub_rabat,hub_rabat_borne_2,2025-02-15 15:30:00,2025-02-15 16:00:00,14.0,reservee,terminee
session_1889,hub_rabat,hub_rabat_borne_5,2025-02-15 10:23:00,2025-02-15 10:59:00,15.3,reservee,terminee
session_1890,hub_rabat,hub_rabat_borne_1,2025-02-15 16:05:00,2025-02-15 16:33:00,35.5,walk_in,terminee
session_1891,hub_rabat,hub_rabat_borne_4,2025-02-15 11:38:00,2025-02-15 13:03:00,8.5,reservee,terminee
session_1892,hub_rabat,hub_rabat_borne_6,2025-02-16 11:49:00,2025-02-16 12:14:00,34.8,reservee,terminee
session_1893,hub_rabat,hub_rabat_borne_4,2025-02-16 11:20:00,2025-02-16 12:43:00,9.6,reservee,terminee
session_1894,hub_rabat,hub_rabat_borne_1,2025-02-16 11:47:00,2025-02-16 12:23:00,15.4,reservee,terminee
session_1895,hub_rabat,hub_rabat_borne_6,2025-02-16 12:48:00,2025-02-16 13:47:00,20.0,walk_in,terminee
session_1896,hub_rabat,hub_rabat_borne_3,2025-02-16 14:06:00,2025-02-16 14:48:00,26.1,reservee,terminee
session_1897,hub_rabat,hub_rabat_borne_5,2025-02-16 11:15:00,2025-02-16 12:23:00,6.0,reservee,terminee
session_1898,hub_rabat,hub_rabat_borne_1,2025-02-16 16:00:00,2025-02-16 16:52:00,31.8,reservee,terminee
session_1899,hub_rabat,hub_rabat_borne_3,2025-02-16 10:34:00,2025-02-16 11:29:00,26.0,reservee,terminee
session_1900,hub_rabat,hub_rabat_borne_5,2025-02-17 13:00:00,2025-02-17 13:33:00,27.1,walk_in,terminee
session_1901,hub_rabat,hub_rabat_borne_4,2025-02-17 20:32:00,2025-02-17 21:36:00,37.6,walk_in,terminee
session_1902,hub_rabat,hub_rabat_borne_1,2025-02-17 17:37:00,2025-02-17 18:12:00,37.5,walk_in,terminee
session_1903,hub_rabat,hub_rabat_borne_6,2025-02-17 13:17:00,2025-02-17 14:27:00,28.2,reservee,terminee
session_1904,hub_rabat,hub_rabat_borne_2,2025-02-18 17:11:00,2025-02-18 17:50:00,7.3,walk_in,terminee
session_1905,hub_rabat,hub_rabat_borne_4,2025-02-18 19:49:00,2025-02-18 21:10:00,10.6,walk_in,terminee
session_1906,hub_rabat,hub_rabat_borne_1,2025-02-18 21:30:00,2025-02-18 21:53:00,10.5,reservee,terminee
session_1907,hub_rabat,hub_rabat_borne_6,2025-02-18 17:55:00,2025-02-18 18:35:00,22.5,walk_in,terminee
session_1908,hub_rabat,hub_rabat_borne_4,2025-02-19 16:25:00,2025-02-19 17:40:00,6.5,walk_in,terminee
session_1909,hub_rabat,hub_rabat_borne_2,2025-02-19 20:57:00,2025-02-19 21:27:00,13.6,walk_in,terminee
session_1910,hub_rabat,hub_rabat_borne_4,2025-02-19 19:04:00,2025-02-19 20:18:00,24.9,reservee,terminee
session_1911,hub_rabat,hub_rabat_borne_5,2025-02-20 17:08:00,2025-02-20 17:40:00,36.6,reservee,terminee
session_1912,hub_rabat,hub_rabat_borne_1,2025-02-20 19:21:00,2025-02-20 20:08:00,33.0,reservee,terminee
session_1913,hub_rabat,hub_rabat_borne_3,2025-02-20 17:18:00,2025-02-20 17:45:00,29.1,reservee,terminee
session_1914,hub_rabat,hub_rabat_borne_6,2025-02-20 16:50:00,2025-02-20 17:32:00,13.3,walk_in,terminee
session_1915,hub_rabat,hub_rabat_borne_2,2025-02-20 20:41:00,2025-02-20 21:58:00,14.7,reservee,terminee
session_1916,hub_rabat,hub_rabat_borne_4,2025-02-21 13:46:00,2025-02-21 15:12:00,10.2,walk_in,terminee
session_1917,hub_rabat,hub_rabat_borne_2,2025-02-21 18:41:00,2025-02-21 19:22:00,5.8,reservee,terminee
session_1918,hub_rabat,hub_rabat_borne_2,2025-02-21 15:54:00,2025-02-21 16:24:00,37.7,reservee,terminee
session_1919,hub_rabat,hub_rabat_borne_4,2025-02-21 22:16:00,2025-02-21 23:20:00,24.5,walk_in,terminee
session_1920,hub_rabat,hub_rabat_borne_2,2025-02-21 22:55:00,2025-02-21 23:21:00,27.2,reservee,terminee
session_1921,hub_rabat,hub_rabat_borne_1,2025-02-22 12:19:00,2025-02-22 13:32:00,17.2,walk_in,terminee
session_1922,hub_rabat,hub_rabat_borne_3,2025-02-22 10:48:00,2025-02-22 11:43:00,21.6,reservee,terminee
session_1923,hub_rabat,hub_rabat_borne_4,2025-02-22 15:15:00,2025-02-22 16:34:00,18.6,reservee,terminee
session_1924,hub_rabat,hub_rabat_borne_2,2025-02-22 13:54:00,2025-02-22 14:35:00,14.3,reservee,terminee
session_1925,hub_rabat,hub_rabat_borne_2,2025-02-22 11:49:00,2025-02-22 12:19:00,26.5,walk_in,terminee
session_1926,hub_rabat,hub_rabat_borne_5,2025-02-22 18:43:00,2025-02-22 19:43:00,12.1,reservee,terminee
session_1927,hub_rabat,hub_rabat_borne_5,2025-02-22 10:03:00,2025-02-22 10:50:00,34.0,walk_in,terminee
session_1928,hub_rabat,hub_rabat_borne_1,2025-02-23 08:44:00,2025-02-23 09:46:00,18.8,walk_in,terminee
session_1929,hub_rabat,hub_rabat_borne_5,2025-02-23 12:02:00,2025-02-23 13:05:00,12.6,reservee,terminee
session_1930,hub_rabat,hub_rabat_borne_3,2025-02-23 13:11:00,2025-02-23 14:27:00,18.3,walk_in,terminee
session_1931,hub_rabat,hub_rabat_borne_6,2025-02-23 10:49:00,2025-02-23 11:47:00,18.5,walk_in,terminee
session_1932,hub_rabat,hub_rabat_borne_5,2025-02-23 08:25:00,2025-02-23 09:25:00,25.5,reservee,terminee
session_1933,hub_rabat,hub_rabat_borne_1,2025-02-24 15:40:00,2025-02-24 16:31:00,18.6,reservee,terminee
session_1934,hub_rabat,hub_rabat_borne_6,2025-02-24 15:35:00,2025-02-24 16:02:00,8.8,reservee,terminee
session_1935,hub_rabat,hub_rabat_borne_2,2025-02-24 12:27:00,2025-02-24 13:04:00,17.2,reservee,terminee
session_1936,hub_rabat,hub_rabat_borne_3,2025-02-24 22:07:00,2025-02-24 22:27:00,29.4,walk_in,terminee
session_1937,hub_rabat,hub_rabat_borne_2,2025-02-24 13:05:00,2025-02-24 14:34:00,39.1,reservee,terminee
session_1938,hub_rabat,hub_rabat_borne_1,2025-02-24 15:56:00,2025-02-24 17:10:00,26.8,walk_in,terminee
session_1939,hub_rabat,hub_rabat_borne_5,2025-02-25 15:08:00,2025-02-25 15:54:00,14.9,reservee,terminee
session_1940,hub_rabat,hub_rabat_borne_1,2025-02-25 20:23:00,2025-02-25 21:21:00,15.7,walk_in,terminee
session_1941,hub_rabat,hub_rabat_borne_6,2025-02-26 18:48:00,2025-02-26 19:12:00,26.9,walk_in,terminee
session_1942,hub_rabat,hub_rabat_borne_1,2025-02-26 19:14:00,2025-02-26 19:35:00,35.3,reservee,terminee
session_1943,hub_rabat,hub_rabat_borne_6,2025-02-26 17:42:00,2025-02-26 19:11:00,20.3,reservee,terminee
session_1944,hub_rabat,hub_rabat_borne_2,2025-02-27 22:48:00,2025-02-27 23:32:00,29.2,reservee,terminee
session_1945,hub_rabat,hub_rabat_borne_4,2025-02-27 17:23:00,2025-02-27 18:20:00,7.0,reservee,terminee
session_1946,hub_rabat,hub_rabat_borne_5,2025-02-27 17:02:00,2025-02-27 17:33:00,19.4,walk_in,terminee
session_1947,hub_rabat,hub_rabat_borne_4,2025-02-27 13:43:00,2025-02-27 15:03:00,16.9,walk_in,terminee
session_1948,hub_rabat,hub_rabat_borne_1,2025-02-28 21:06:00,2025-02-28 22:24:00,24.0,walk_in,terminee
session_1949,hub_rabat,hub_rabat_borne_5,2025-02-28 16:37:00,2025-02-28 17:09:00,23.9,reservee,terminee
session_1950,hub_rabat,hub_rabat_borne_6,2025-03-01 13:06:00,2025-03-01 14:31:00,8.8,reservee,terminee
session_1951,hub_rabat,hub_rabat_borne_5,2025-03-01 11:48:00,2025-03-01 12:57:00,5.2,reservee,terminee
session_1952,hub_rabat,hub_rabat_borne_5,2025-03-01 12:01:00,2025-03-01 13:28:00,10.3,reservee,terminee
session_1953,hub_rabat,hub_rabat_borne_2,2025-03-01 09:43:00,2025-03-01 10:57:00,18.9,walk_in,terminee
session_1954,hub_rabat,hub_rabat_borne_6,2025-03-01 17:24:00,2025-03-01 18:14:00,36.0,reservee,terminee
session_1955,hub_rabat,hub_rabat_borne_1,2025-03-01 15:12:00,2025-03-01 16:29:00,10.4,reservee,terminee
session_1956,hub_rabat,hub_rabat_borne_4,2025-03-01 11:17:00,2025-03-01 12:09:00,13.0,walk_in,terminee
session_1957,hub_rabat,hub_rabat_borne_1,2025-03-01 12:50:00,2025-03-01 13:42:00,9.5,reservee,terminee
session_1958,hub_rabat,hub_rabat_borne_4,2025-03-02 18:15:00,2025-03-02 18:47:00,8.3,reservee,terminee
session_1959,hub_rabat,hub_rabat_borne_4,2025-03-02 14:16:00,2025-03-02 15:44:00,11.4,reservee,terminee
session_1960,hub_rabat,hub_rabat_borne_3,2025-03-02 14:51:00,2025-03-02 16:09:00,5.3,reservee,terminee
session_1961,hub_rabat,hub_rabat_borne_3,2025-03-02 12:00:00,2025-03-02 12:57:00,14.1,reservee,terminee
session_1962,hub_rabat,hub_rabat_borne_3,2025-03-02 13:52:00,2025-03-02 14:49:00,36.6,walk_in,terminee
session_1963,hub_rabat,hub_rabat_borne_6,2025-03-02 08:29:00,2025-03-02 09:16:00,34.0,reservee,terminee
session_1964,hub_rabat,hub_rabat_borne_6,2025-03-03 16:20:00,2025-03-03 17:24:00,24.2,reservee,terminee
session_1965,hub_rabat,hub_rabat_borne_2,2025-03-03 08:26:00,2025-03-03 09:24:00,28.5,walk_in,terminee
session_1966,hub_rabat,hub_rabat_borne_5,2025-03-03 13:06:00,2025-03-03 14:12:00,13.3,reservee,terminee
session_1967,hub_rabat,hub_rabat_borne_4,2025-03-03 17:18:00,2025-03-03 18:47:00,10.5,reservee,terminee
session_1968,hub_rabat,hub_rabat_borne_6,2025-03-03 20:13:00,2025-03-03 21:34:00,9.9,walk_in,terminee
session_1969,hub_rabat,hub_rabat_borne_3,2025-03-03 17:23:00,2025-03-03 18:00:00,29.6,reservee,terminee
